,publisher,scores,total,avg_score
616,2K Play,"[8.2, 3.5, 6.0, 6.5, 7.5, 5.0, 5.7, 3.5, 3.5, 6.0, 3.5, 7.4, 7.0, 7.1, 7.9, 8.2, 8.3, 4.0]",18,6.044444444444444
617,Over The Top Games,"[8.5, 7.5]",2,8.0
618,5th Cell,[8.0],1,8.0
619,Czech Games Edition,[7.0],1,7.0
620,Fusion Labs (Fusion Software),[6.7],1,6.7
621,Frictional Games,"[8.3, 8.0, 8.5, 8.1]",4,8.225
622,Wider Than,[3.0],1,3.0
623,Black Maple Games,[6.2],1,6.2
624,Red Orb,"[7.1, 7.0, 8.0, 8.2, 2.7, 7.0, 8.0]",7,6.857142857142857
625,Oberon Media,"[8.2, 8.0, 6.5, 7.8, 7.0, 7.0, 3.0, 9.5, 7.5, 8.0, 5.0, 8.0, 4.0, 5.0, 4.3, 8.0, 7.4, 8.0, 8.0, 9.2, 8.0, 8.0]",22,7.063636363636363
626,HandyGames,"[6.3, 8.0, 8.6, 7.0, 8.5, 7.6]",6,7.666666666666667
627,Q-Games,"[8.4, 9.0, 7.9, 8.5, 5.2, 4.0, 9.1]",7,7.442857142857143
628,EXOR Studios,[8.0],1,8.0
629,Objectify,[7.0],1,7.0
630,Activision,"[4.5, 4.2, 7.0, 6.0, 7.0, 4.0, 6.8, 8.5, 8.5, 2.0, 8.2, 4.0, 6.0, 5.0, 5.3, 5.0, 7.7, 8.0, 8.0, 7.5, 8.8, 7.0, 7.5, 7.5, 7.0, 8.0, 6.8, 6.0, 6.0, 6.2, 6.2, 5.8, 6.2, 6.0, 5.0, 7.9, 7.9, 7.9, 7.9, 7.5, 5.0, 8.3, 8.3, 4.0, 5.5, 4.0, 6.2, 5.0, 7.0, 3.7, 7.9, 8.5, 6.5, 7.0, 6.9, 6.8, 3.7, 2.3, 3.5, 7.0, 4.9, 5.2, 6.0, 3.3, 5.5, 5.5, 8.5, 7.9, 7.3, 7.7, 8.4, 7.0, 7.0, 7.0, 9.0, 8.5, 4.0, 6.5, 6.0, 6.7, 6.7, 5.7, 5.9, 6.4, 5.5, 4.6, 4.5, 6.8, 5.2, 5.2, 4.8, 5.5, 7.4, 7.3, 6.0, 7.0, 7.0, 4.8, 8.0, 9.0, 8.5, 7.8, 8.0, 7.7, 8.8, 8.8, 8.8, 7.6, 9.0, 9.4, 9.4, 9.4, 9.1, 8.0, 8.0, 9.3, 9.3, 9.2, 7.0, 9.0, 7.8, 8.5, 8.5, 7.0, 6.0, 7.0, 4.0, 8.5, 8.5, 8.5, 7.5, 8.5, 7.5, 7.5, 7.8, 7.0, 8.8, 7.7, 7.7, 9.4, 7.0, 9.5, 9.5, 9.5, 9.4, 9.0, 9.0, 9.0, 4.5, 8.0, 7.5, 7.0, 8.5, 8.0, 8.2, 9.3, 6.6, 6.0, 8.4, 7.0, 7.0, 5.0, 7.0, 8.8, 9.2, 4.5, 9.2, 9.2, 8.0, 9.2, 8.7, 8.7, 7.0, 8.0, 7.1, 6.5, 7.7, 6.0, 6.0, 5.5, 5.5, 6.5, 7.9, 4.8, 4.8, 8.8, 6.0, 7.0, 4.8, 8.0, 7.2, 8.5, 8.2, 4.5, 5.7, 3.5, 4.5, 8.0, 8.0, 6.0, 5.0, 5.5, 8.5, 7.5, 7.8, 6.2, 6.0, 9.0, 6.0, 8.2, 7.8, 7.8, 7.5, 7.7, 7.8, 7.0, 8.0, 4.0, 6.3, 8.5, 8.5, 8.5, 9.0, 7.0, 9.0, 9.0, 9.3, 9.3, 5.0, 8.4, 7.8, 8.9, 8.0, 8.9, 7.8, 7.5, 7.0, 8.1, 5.0, 5.5, 5.6, 7.5, 9.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.4, 5.0, 7.9, 6.1, 8.5, 8.5, 6.0, 5.0, 6.5, 6.5, 6.5, 6.5, 7.0, 2.5, 6.2, 6.8, 8.3, 5.0, 7.2, 8.3, 7.5, 4.4, 7.4, 7.0, 7.1, 8.5, 9.0, 5.5, 8.2, 7.8, 7.5, 4.0, 6.5, 8.5, 9.0, 8.5, 8.9, 8.9, 8.9, 8.9, 4.5, 9.3, 7.0, 7.0, 7.0, 7.6, 7.0, 7.6, 7.6, 7.6, 7.6, 7.6, 7.0, 9.3, 8.7, 5.4, 8.0, 8.6, 8.0, 9.4, 9.5, 8.3, 7.5, 7.9, 8.5, 8.9, 8.9, 8.9, 6.5, 8.0, 7.8, 9.0, 6.3, 7.0, 7.0, 7.0, 4.9, 4.9, 4.9, 4.9, 6.0, 6.0, 6.0, 8.5, 7.9, 8.8, 7.9, 7.9, 7.9, 7.9, 8.8, 7.9, 7.9, 8.8, 7.9, 7.9, 8.0, 8.0, 7.9, 8.0, 8.0, 8.0, 4.5, 5.0, 8.4, 7.9, 8.3, 5.0, 5.3, 4.5, 3.3, 6.5, 3.5, 3.5, 3.3, 4.6, 4.6, 6.5, 6.5, 5.0, 4.0, 6.9, 7.0, 5.0, 7.0, 7.0, 5.0, 5.0, 5.0, 7.2, 2.0, 6.5, 6.0, 8.0, 8.9, 8.0, 8.9, 8.9, 7.5, 7.5, 7.4, 7.5, 7.5, 3.5, 6.5, 8.4, 8.4, 8.0, 8.4, 8.0, 8.4, 7.8, 7.1, 6.5, 7.1, 7.9, 7.1, 7.2, 6.0, 5.0, 5.9, 6.2, 7.0, 7.0, 6.5, 7.0, 7.0, 7.0, 4.7, 4.6, 4.3, 4.7, 4.5, 5.5, 6.8, 5.8, 5.8, 7.7, 4.0, 7.7, 2.0, 8.2, 8.1, 7.9, 8.1, 8.1, 8.2, 6.5, 8.5, 7.8, 7.2, 8.6, 8.0, 8.1, 8.1, 7.6, 8.1, 8.0, 8.9, 8.6, 5.4, 5.3, 6.0, 5.3, 4.0, 3.0, 3.3, 7.0, 6.0, 5.5, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 8.3, 8.7, 8.6, 7.2, 7.0, 4.5, 6.0, 6.0, 5.0, 7.4, 7.8, 8.3, 5.0, 8.0, 4.5, 8.2, 6.5, 6.5, 6.5, 6.5, 4.8, 6.5, 2.2, 2.9, 2.0, 2.2, 4.0, 8.0, 7.0, 7.0, 7.8, 5.7, 7.8, 7.0, 5.7, 7.8, 5.7, 7.8, 5.0, 5.0, 5.0, 5.0, 6.7, 8.7, 7.0, 7.0, 8.5, 7.5, 7.0, 8.2, 8.1, 8.7, 8.3, 7.5, 9.2, 9.3, 9.3, 7.8, 8.2, 5.5, 5.5, 6.8, 7.8, 7.2, 6.8, 7.0, 6.8, 7.0, 6.9, 4.5, 7.8, 8.0, 9.0, 6.1, 6.1, 6.1, 3.0, 4.5, 7.0, 9.0, 7.6, 9.3, 8.0, 8.0, 9.4, 3.3, 9.5, 8.8, 6.5, 4.0, 3.0, 5.5, 7.0, 7.0, 3.9, 7.0, 7.9, 5.5, 7.0, 3.3, 5.0, 5.9, 5.9, 4.0, 7.0, 7.0, 4.5, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 1.0, 7.0, 6.8, 6.8, 7.0, 7.0, 7.0, 6.6, 8.0, 6.8, 8.0, 8.0, 7.1, 8.2, 8.2, 9.0, 7.0, 9.0, 4.5, 8.5, 8.8, 5.8, 9.0, 5.9, 6.1, 8.1, 7.0, 7.8, 6.8, 7.9, 5.0, 4.0, 2.0, 8.4, 8.5, 6.0, 7.5, 9.0, 7.6, 8.8, 8.4, 9.0, 8.4, 7.0, 7.5, 9.0, 6.5, 8.8, 8.8, 5.5, 4.5, 7.1, 9.0, 6.9, 6.0, 6.0, 8.1, 3.5, 5.3, 6.0, 5.7, 4.7, 3.5, 4.5, 5.5, 4.5, 6.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 8.5, 8.0, 7.5, 8.0, 7.5, 7.0, 6.7, 5.7, 5.2, 5.3, 8.0, 5.5, 3.5, 8.5, 8.2, 6.0, 7.4, 6.5, 9.0, 7.8, 4.0, 8.0, 8.6, 6.0, 9.0, 6.7, 7.6, 8.0, 8.0, 8.8, 7.6, 6.7, 6.5, 6.7, 5.0, 7.0, 4.9, 5.7, 7.5, 8.0, 4.0, 5.0, 4.9, 6.1, 9.1, 7.0, 9.0, 8.5, 5.4, 7.0, 7.0, 4.8, 8.0, 4.0, 5.0, 5.0, 3.0, 6.5, 6.8, 4.2, 8.0, 8.0, 8.1, 4.5, 3.5, 5.0, 5.0, 8.0, 5.5, 9.0, 9.3, 5.0, 8.8, 8.5, 8.5, 8.5, 8.3, 8.5, 5.5, 6.0, 8.7, 7.0, 4.5, 7.9, 6.0, 7.0, 6.3, 6.3, 7.8, 5.0, 9.8, 9.4, 9.1, 9.0, 7.0, 9.6, 8.6, 9.9, 9.5, 9.3, 8.2, 7.5, 9.7, 9.6, 9.6, 9.1, 9.5, 9.3, 9.1, 9.2, 9.0, 9.2, 3.5, 8.0, 8.8, 7.1, 8.0, 6.9, 4.0, 9.2, 9.5, 9.2, 8.6, 6.5, 8.8, 8.6, 8.3, 8.4, 8.7, 7.0, 5.9, 6.0, 7.0, 7.4, 6.8, 3.5, 5.0, 5.0, 6.0, 6.0, 6.8, 7.7, 2.5, 2.5, 8.5, 8.0, 7.8, 7.0, 7.0, 6.0, 2.8, 6.0, 4.2, 6.0, 4.2, 4.9, 4.0, 5.3, 5.7, 6.0, 5.5, 5.7, 6.5, 6.5, 9.0, 9.0, 9.0, 6.5, 7.8, 7.8, 7.8, 4.5, 7.9, 9.0, 9.0, 8.0, 9.0, 7.5, 8.4, 8.4, 8.0, 8.3, 8.4, 8.3, 8.4, 7.0, 8.0, 7.3, 8.2, 8.2, 8.0, 8.6, 8.0, 9.3, 7.5, 9.4, 7.0, 8.6, 8.4, 4.0, 7.5, 7.0, 8.4, 5.0, 7.3, 8.0, 8.0, 7.3, 7.3, 7.0, 5.0, 7.1, 9.0, 8.7, 3.5, 3.5, 3.3, 3.5, 5.5, 7.9, 7.9, 7.9, 7.6, 7.9, 7.2, 7.2, 7.2, 7.2, 4.0, 6.0, 7.0, 6.8, 7.0, 7.5, 6.8, 9.0, 8.0, 7.9, 6.5, 7.0, 2.0, 5.5, 3.5, 8.3, 8.4, 8.4, 8.4, 8.4, 8.0, 8.5, 8.5, 8.5, 8.4, 8.0, 3.0, 8.3, 5.0, 7.2, 7.0, 6.7, 6.9, 4.5, 5.0, 5.1, 4.8, 7.8, 7.0, 5.0, 5.9, 5.7, 5.7, 5.9, 5.9, 5.9, 7.0, 6.0]",927,6.911974110032362
631,TinkerHouse Games,"[8.0, 8.0]",2,8.0
632,Digital Tribe Games,"[8.0, 8.0]",2,8.0
633,Gottlieb,[5.0],1,5.0
634,Gathering,"[5.3, 8.4, 7.1, 6.7, 6.7, 6.7, 5.8, 9.2, 6.8, 6.8, 8.8, 7.7, 5.0, 5.5, 6.6]",15,6.873333333333333
635,Softek,[2.3],1,2.3
636,Replay Studios,[4.1],1,4.1
637,Virtual Toys,"[8.0, 8.0, 5.0, 5.9, 3.3, 4.0, 3.0]",7,5.314285714285715
638,Intense Games,[7.5],1,7.5
639,Disney Interactive Studios,"[8.3, 8.2, 4.0, 6.8, 6.5, 6.5, 7.5, 7.8, 5.0, 5.1, 4.5, 5.1, 5.1, 5.1, 6.5, 8.0, 7.0, 3.0, 8.0, 3.0, 6.0, 6.0, 7.0, 8.0, 8.0, 6.8, 5.5, 5.0, 7.0, 5.5, 6.8, 8.9, 8.7, 4.0, 3.5, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 6.5, 6.8, 7.0, 7.0, 7.0, 6.8, 7.0, 7.0, 6.8, 6.2, 6.2, 5.0, 8.0, 5.0, 7.7, 7.8, 6.2, 6.5, 7.0, 5.5, 7.0, 7.2, 6.4, 8.0, 5.2, 6.5, 6.2, 8.6, 7.0, 6.0, 7.0, 7.0, 7.5, 7.3, 7.3, 7.3, 7.0, 7.4, 7.3, 8.0, 6.8, 5.1, 5.6, 4.5, 2.3, 2.3, 4.0, 2.0, 7.3, 6.5, 7.0, 7.5, 6.6, 6.5, 6.5, 3.5, 4.0, 5.0, 8.5, 6.8, 6.0, 8.0, 7.5, 7.5, 7.5, 7.5, 7.5, 9.0, 7.0, 6.5, 7.0, 8.0, 6.2, 2.9, 7.7, 2.5, 7.5, 7.7, 3.7, 5.3, 7.0, 6.5, 7.0, 6.5, 6.5, 6.5, 4.9, 5.2, 6.5, 6.5, 5.5, 5.5, 4.0, 8.8, 8.6, 8.6, 8.4, 8.0, 8.0, 7.0, 6.0, 5.0, 8.5, 8.5, 8.5, 8.7, 8.0, 7.3, 6.3, 7.0, 4.5, 6.3, 7.0, 6.3, 6.3, 6.3, 6.3, 3.5, 6.5, 5.5, 5.5, 6.9, 6.5, 6.5, 6.0, 6.0, 7.0, 5.9, 6.0, 7.5, 8.0, 8.0, 7.5, 6.0, 3.5, 8.5, 4.0, 6.0, 6.0, 6.0, 5.5, 4.9, 7.0, 7.8, 7.5, 7.5, 7.0, 6.2, 6.5, 7.0, 7.2, 5.0]",193,6.450259067357513
640,Nihon Denshi Senmon Gakko,[7.9],1,7.9
641,Dark Energy Digital,"[8.0, 8.0, 5.3, 5.3]",4,6.65
642,Anima Game Studio,[5.5],1,5.5
643,Mystic Box,[6.5],1,6.5
644,ValuSoft,"[6.0, 4.0, 4.5, 5.7, 3.5, 7.9, 7.0, 6.2, 7.0, 3.0, 2.0, 5.5, 5.0, 4.3, 8.0, 5.0, 5.0, 5.5, 7.4, 7.0, 4.0, 2.5, 4.0, 6.0, 2.5, 9.3, 7.8, 8.9, 7.2, 9.0, 8.6, 8.5, 7.0, 5.0, 4.3, 5.0, 8.5, 8.0, 5.2, 6.5, 3.0]",41,5.860975609756098
645,Oliver Wittchow,[9.0],1,9.0
646,Cranky Pants Games,"[8.4, 8.0]",2,8.2
647,Supergiant Games,"[9.0, 9.0, 9.0, 8.8, 9.0, 9.7, 9.0]",7,9.071428571428571
648,Pixel Maniacs,[7.0],1,7.0
649,Behaviour Interactive,[9.0],1,9.0
650,Centuri,[5.0],1,5.0
651,Analogue Interactive,"[9.0, 8.5]",2,8.75
652,Bizarre Creations,"[8.0, 7.5]",2,7.75
653,Introversion Software,"[8.8, 8.9, 8.5, 8.8, 7.6, 8.3]",6,8.483333333333334
654,Grapeshot Games,[4.8],1,4.8
655,Sony Pictures Entertainment,"[6.3, 9.0, 5.0]",3,6.766666666666667
656,Misfits Attic,[7.0],1,7.0
657,Sorath,[8.5],1,8.5
658,Loopycube,[6.5],1,6.5
659,Gaia,"[8.8, 9.0]",2,8.9
660,24 Entertainment,[8.0],1,8.0
661,SK Media,[8.5],1,8.5
662,Major League Baseball Advanced Media (MLBAM),"[4.5, 4.9]",2,4.7
663,Gosub 60,"[6.7, 7.9, 7.6]",3,7.400000000000001
664,Iteration 11,[7.1],1,7.1
665,Sabarasa  Entertainment,"[8.0, 8.0]",2,8.0
666,MAGIX,[7.9],1,7.9
667,Darkseas Games,[5.7],1,5.7
668,Mad Dog,"[6.0, 7.4]",2,6.7
669,Hitbox Team,"[7.7, 8.0]",2,7.85
670,LudoCraft,[7.5],1,7.5
671,Capcom Mobile,"[2.5, 5.5]",2,4.0
672,Alpha Denshi,[3.5],1,3.5
673,Cryo Interactive,"[8.2, 3.5, 3.4, 6.5, 6.5]",5,5.62
674,Screenlife,"[7.0, 7.0, 5.5, 7.6]",4,6.775
675,Radica,"[7.8, 7.0, 7.0]",3,7.266666666666667
676,To Tek International,[7.5],1,7.5
677,Factor 5,"[7.5, 7.5, 8.5]",3,7.833333333333333
678,In-Fusio,"[8.2, 8.8, 8.0, 7.2, 6.0, 6.2, 6.8, 4.0, 7.2, 8.0, 5.0, 7.0, 8.2, 6.6, 8.6, 8.7, 6.5, 7.3, 8.5, 7.8, 4.0, 3.5, 8.0]",23,6.960869565217393
679,Escalation Studios,[7.5],1,7.5
680,Acclaim Games,[7.5],1,7.5
681,Enterbrain,[7.0],1,7.0
682,Thunder Game Works,[7.5],1,7.5
683,ZigZaGame Inc.,[6.7],1,6.7
684,Mattel  Interactive,"[7.5, 4.5, 7.1, 6.0, 7.5, 7.1, 3.4, 7.3, 8.4, 8.9, 6.2, 7.0, 8.5, 5.0, 3.7, 7.9, 8.2, 8.0, 5.4, 6.5, 4.0, 8.0, 8.2, 6.0, 6.0, 7.5, 9.0, 6.5, 6.8, 4.0, 7.5, 7.0, 7.0, 8.4, 4.0]",35,6.685714285714287
685,Booyah,[8.0],1,8.0
686,Guppy Games,"[7.1, 7.4, 8.0, 7.5]",4,7.5
687,RealArcade,"[7.4, 6.5, 4.9, 7.0, 4.6, 7.0, 6.5, 8.0, 6.5, 5.2, 7.8, 8.0, 6.2, 5.5, 6.2, 5.5, 7.6, 6.2, 6.0, 7.3, 6.6, 6.0]",22,6.4772727272727275
688,Nobilis,"[7.8, 5.5, 7.5, 5.7, 2.0, 6.9, 8.7, 3.0, 5.0, 4.0, 7.1, 8.2, 8.2]",13,6.1230769230769235
689,DHM Interactive,[8.8],1,8.8
690,Lighthouse Interactive,"[7.0, 8.1, 5.4, 5.1, 7.0, 5.2, 7.2, 7.2, 7.7, 6.5]",10,6.640000000000001
691,Farmind,[7.5],1,7.5
692,Time Warner Interactive Entertainment,"[6.0, 8.0, 6.0, 6.0, 7.0, 5.0, 4.0, 8.0, 7.0, 2.0, 4.0, 5.0]",12,5.666666666666667
693,Handmark,"[5.0, 5.9, 6.9, 5.0]",4,5.7
694,ESPN Videogames,"[8.7, 8.7, 8.4, 9.2, 9.3, 9.4, 9.3, 9.3, 9.3]",9,9.066666666666668
695,EA Pogo,"[7.9, 7.7, 7.3, 7.5]",4,7.6000000000000005
696,Necrophone Games,[7.0],1,7.0
697,Interabang Entertainment,[6.0],1,6.0
698,Bling Games,[5.8],1,5.8
699,Brighter Minds Media,"[8.0, 6.5, 9.5, 9.5, 9.0, 9.5]",6,8.666666666666666
700,Graffiti  Entertainment,"[2.0, 4.0, 6.5, 8.0, 8.0, 8.0]",6,6.083333333333333
701,Monolith Productions,"[6.1, 6.0, 7.0, 4.6, 4.0, 8.0, 9.0]",7,6.385714285714286
702,Atlas Mobile,"[7.5, 8.2, 9.0, 8.5, 8.5, 9.0, 6.7]",7,8.200000000000001
703,Impressionware,[6.7],1,6.7
704,AIA,[7.5],1,7.5
705,StressLevelZero,[7.9],1,7.9
706,Third Wire,[8.0],1,8.0
707,Multisoft,[7.0],1,7.0
708,Funko Games,"[7.0, 8.0]",2,7.5
709,RTL Entertainment,"[2.0, 3.5, 7.3, 4.5, 4.0, 4.1]",6,4.233333333333333
710,Plug In Digital Label,[9.0],1,9.0
711,Spike,"[7.0, 4.0, 7.0, 7.0, 7.0, 6.8, 5.5, 6.7, 6.9, 7.5, 7.0, 7.0, 7.3, 7.3, 8.5, 7.8, 8.9, 9.0, 6.0, 4.5, 7.2, 8.2, 8.2, 8.0, 8.2, 8.0, 6.5, 7.8, 6.5, 6.5, 5.5, 2.0]",32,6.915625
712,Future Primitive,[1.2],1,1.2
713,Myelin Media,"[7.9, 5.0, 4.8, 4.8, 4.8]",5,5.46
714,Powerhead Games,"[7.0, 8.0]",2,7.5
715,Namco Networks,"[7.0, 7.0, 7.0, 7.5, 3.0, 7.5, 7.5, 7.0, 7.5, 6.0, 8.0, 8.6, 6.5, 8.0, 6.0, 6.0, 7.0, 5.0, 5.5, 5.0, 8.4, 7.2, 7.2, 5.0, 5.0, 8.0, 8.5, 7.0, 7.0, 7.0, 4.5, 6.5, 6.9, 8.0, 5.5, 7.2]",36,6.708333333333332
716,PQube,"[9.4, 8.0, 9.4, 4.5, 7.5, 8.3, 6.6, 9.0, 6.9]",9,7.7333333333333325
717,Q Entertainment,"[7.8, 8.5, 5.8, 8.0, 8.5, 8.6]",6,7.866666666666667
718,Fuelcell Games,"[8.0, 8.0]",2,8.0
719,Outerloop Games,[8.0],1,8.0
720,Equity Games Productions (EGI),"[6.3, 6.3, 6.3]",3,6.3
721,MSI,[8.0],1,8.0
722,Kadokawa Shoten,"[8.0, 8.2, 7.5]",3,7.8999999999999995
723,Pearl Abyss,[7.0],1,7.0
724,Pocket Panic,[8.5],1,8.5
725,Renegade,[5.8],1,5.8
726,Acer,[6.8],1,6.8
727,Gamagio,[7.5],1,7.5
728,Anaconda,"[7.5, 7.0, 6.8, 6.5, 5.0, 5.0]",6,6.3
729,Spectrum Holobyte,"[3.0, 3.0, 9.0]",3,5.0
730,I-play,"[7.7, 9.0, 8.0, 8.0, 8.0, 5.8, 5.2, 7.2, 7.7, 7.7, 7.3, 8.0, 7.9, 6.5, 8.5, 8.0, 7.4, 8.0, 7.0, 9.0, 7.4, 9.0, 4.0, 1.7, 9.1, 6.6, 7.8, 7.4, 8.0, 8.5, 7.5, 5.7, 6.8, 8.0, 8.0, 7.9, 7.5, 8.0, 7.5, 7.4, 9.0, 8.0, 8.9, 8.8, 8.0, 6.7, 7.8, 3.5, 5.0, 6.0, 6.5, 6.5, 7.7, 7.2]",54,7.3203703703703695
731,Magmic,[8.0],1,8.0
732,Surprise Attack Games,[7.0],1,7.0
733,Playful Corp,[6.0],1,6.0
734,3D Attack Interactive,[5.6],1,5.6
735,BonusXP,"[6.9, 5.0]",2,5.95
736,KnapNok Games,[8.0],1,8.0
737,Sunsoft,"[7.9, 7.0, 7.5, 7.0, 6.0, 8.0, 8.0, 6.5, 7.5, 6.1, 6.5, 6.5, 9.0, 6.0, 8.0, 7.0, 9.3, 8.0, 9.0, 5.0, 5.0, 6.0, 2.0, 7.0, 8.0, 4.0, 5.0, 7.0, 9.0, 4.0, 8.0, 3.0, 4.5, 7.0, 4.5, 8.1, 7.0, 5.0, 4.0, 5.0, 7.4, 8.0, 8.0, 7.0, 7.5, 8.0]",46,6.626086956521738
738,Skybound Games,"[8.3, 8.1, 6.0, 6.7, 9.4]",5,7.7
739,DVD International,[6.8],1,6.8
740,Witch Beam,[8.8],1,8.8
741,Telcogames,[8.5],1,8.5
742,Havas Interactive,"[5.0, 7.9, 8.0]",3,6.966666666666666
743,AGmobile,[6.7],1,6.7
744,Facepalm,[9.3],1,9.3
745,ASC Games,"[7.1, 6.5, 6.0, 7.0, 5.0, 7.0, 5.0, 7.0, 4.0, 6.0, 4.0]",11,5.872727272727272
746,Shin'en,"[8.0, 8.0, 7.4, 5.8, 7.8]",5,7.4
747,Sparpweed,[8.3],1,8.3
748,GameTek,"[3.0, 6.0]",2,4.5
749,Ragtime Games,[8.0],1,8.0
750,LG Electronics,"[8.5, 8.5]",2,8.5
751,D-Pad Studios,[9.3],1,9.3
752,The Astronauts,"[8.5, 8.5]",2,8.5
753,Demiforce,[6.0],1,6.0
754,Bethesda  Softworks,"[2.0, 4.8, 9.5, 4.3, 6.0, 8.2, 7.8, 10.0, 9.3, 8.4, 8.0, 9.2, 7.5, 7.5, 9.3, 5.0, 7.6, 8.9, 5.0, 8.0, 9.0, 8.0, 9.0, 7.0, 8.0, 8.9, 7.8, 7.5, 7.0, 8.1, 7.2, 8.9, 9.4, 8.6, 7.3, 9.5, 8.5, 8.5, 8.5, 9.6, 9.6, 7.0, 7.8, 7.8, 7.8, 8.5, 8.5, 8.5, 9.6, 9.6, 7.5, 7.5, 7.5, 8.8, 7.5, 6.8, 8.3, 7.9, 9.5, 8.2, 5.5, 5.0, 6.0, 6.5, 6.5, 7.0, 7.5, 7.5, 6.5, 8.0, 8.5, 9.0, 6.5, 6.8, 6.3, 6.0, 1.9, 2.3, 3.1, 3.1, 7.3, 7.8, 9.4, 7.0, 4.5, 5.6, 7.5, 5.0, 5.5, 5.1, 8.0, 8.0, 8.0, 8.5, 8.5, 7.0, 1.5, 8.5, 8.0, 8.0, 6.8, 4.9, 7.0, 5.9, 6.0, 6.4, 5.4, 9.3, 9.3, 9.2, 8.5, 8.3, 8.4, 7.0, 8.0, 6.0, 8.0, 7.8, 8.0, 8.0, 8.8, 9.5, 9.5, 7.3, 8.0, 8.0, 8.7, 8.5, 7.0, 6.5, 7.4, 6.6, 9.1, 7.8, 7.0, 6.5]",136,7.422058823529411
755,The Fullbright Company,"[9.5, 8.5]",2,9.0
756,JPMartineau,[5.0],1,5.0
757,HumaNature Studios,[7.0],1,7.0
758,Playstos Entertainment,[6.0],1,6.0
759,Ironhide Game Studio,[9.0],1,9.0
760,HandCircus ,[5.5],1,5.5
761,SRRN Games,[7.0],1,7.0
762,iEntertainment (Interactive Magic),[6.6],1,6.6
763,Studionine (Studio9),[7.2],1,7.2
764,Rebellion,"[6.3, 6.0, 8.3, 8.2, 8.0, 7.0, 6.0, 7.5, 7.0]",9,7.144444444444444
765,Spike Chunsoft,"[4.9, 8.5]",2,6.7
766,Volatile Games,"[7.5, 7.5, 3.0, 7.5]",4,6.375
767,Distractionware,"[7.5, 7.5]",2,7.5
768,Freebird Games,"[8.8, 7.5]",2,8.15
769,Carbon Games,[5.5],1,5.5
770,Coffee Stain,"[8.2, 8.0, 9.0, 8.0, 8.5]",5,8.34
771,YooStar,[5.0],1,5.0
772,Spicy Horse,[4.5],1,4.5
773,ICOM Simulations,[4.0],1,4.0
774,Digital Legends Entertainment,"[8.3, 7.0]",2,7.65
775,Xform,[7.5],1,7.5
776,GamesCafe.com,[6.2],1,6.2
777,Ronimo Games,"[7.8, 7.0, 8.5, 8.5, 8.7]",5,8.1
778,Vic Tokai,"[5.5, 3.0, 5.4, 7.0, 7.5, 6.0]",6,5.733333333333333
779,Mercury Games,"[4.8, 6.8]",2,5.8
780,Arktos Entertainment,[3.0],1,3.0
781,Keen Software House,[5.0],1,5.0
782,Team17 Software,"[8.0, 8.0, 6.5, 6.5, 6.5, 7.9, 7.5, 7.0, 8.0, 8.0, 6.0, 9.0, 8.5, 7.0, 7.6, 8.5, 5.5, 9.0, 5.5, 8.5, 8.5, 7.8, 8.0, 8.7, 7.0]",25,7.56
783,FireFly Studios,[7.0],1,7.0
784,Quantic Dream,"[6.0, 8.0, 8.8, 7.5, 9.0, 9.0, 8.3, 8.4, 8.4]",9,8.155555555555557
785,Faramix,[5.7],1,5.7
786,Xing Entertainment,[4.5],1,4.5
787,iROCK,[4.0],1,4.0
788,Ookoohko Oy,[6.5],1,6.5
789,Hyper-Devbox,"[7.9, 6.7, 5.5]",3,6.7
790,Nemesys,[7.5],1,7.5
791,Access Software,[9.0],1,9.0
