1024, 0.6, 4, 61.2, 88.6
1024, 0.6, 4, 63.0, 85.4
1024, 0.6, 4, 69.9, 99.6
1024, 0.6, 4, 66.6, 96.4
1024, 0.6, 4, 63.5, 85.8
1024, 0.6, 4, 63.0, 95.2
1024, 0.6, 4, 65.9, 94.5
1024, 0.6, 4, 65.9, 88.7
1024, 0.6, 4, 66.8, 89.3
1024, 0.6, 4, 65.3, 96.9
1024, 0.6, 4, 72.6, 107.7
1024, 0.6, 4, 93.3, 132.2
1024, 0.6, 4, 70.2, 104.3
1024, 0.6, 4, 63.9, 98.6
1024, 0.6, 4, 64.3, 99.5
1024, 0.6, 4, 80.0, 109.3
1024, 0.6, 4, 64.5, 98.6
1024, 0.6, 4, 61.4, 96.3
1024, 0.6, 4, 65.2, 101.6
1024, 0.6, 4, 68.2, 102.6
1024, 0.6, 4, 61.3, 95.2
1024, 0.6, 4, 64.1, 99.6
1024, 0.6, 4, 75.1, 99.5
1024, 0.6, 4, 64.5, 95.1
1024, 0.6, 4, 77.1, 117.6
1024, 0.6, 4, 77.7, 120.2
1024, 0.6, 4, 76.2, 114.9
1024, 0.6, 4, 76.4, 123.6
1024, 0.6, 4, 75.3, 114.5
1024, 0.6, 4, 72.5, 115.8
2048, 0.6, 4, 236.5, 318.0
2048, 0.6, 4, 234.5, 290.8
2048, 0.6, 4, 242.7, 310.3
2048, 0.6, 4, 245.6, 313.9
2048, 0.6, 4, 248.7, 317.2
2048, 0.6, 4, 258.4, 336.9
2048, 0.6, 4, 262.5, 330.6
2048, 0.6, 4, 222.7, 289.0
2048, 0.6, 4, 235.5, 303.1
2048, 0.6, 4, 249.1, 316.1
2048, 0.6, 4, 267.8, 338.1
2048, 0.6, 4, 263.3, 332.1
2048, 0.6, 4, 245.0, 347.7
2048, 0.6, 4, 237.3, 307.6
2048, 0.6, 4, 258.9, 329.2
2048, 0.6, 4, 312.9, 416.0
2048, 0.6, 4, 309.8, 419.4
2048, 0.6, 4, 268.8, 352.3
2048, 0.6, 4, 230.9, 301.4
2048, 0.6, 4, 228.0, 296.2
2048, 0.6, 4, 334.5, 410.0
2048, 0.6, 4, 268.0, 354.8
2048, 0.6, 4, 298.4, 400.8
2048, 0.6, 4, 231.1, 330.4
2048, 0.6, 4, 241.4, 308.9
2048, 0.6, 4, 249.8, 317.4
2048, 0.6, 4, 290.6, 395.0
2048, 0.6, 4, 307.7, 402.4
2048, 0.6, 4, 311.1, 392.9
2048, 0.6, 4, 325.5, 429.1
4096, 0.6, 4, 1078.7, 1327.4
4096, 0.6, 4, 1092.3, 1317.5
4096, 0.6, 4, 1169.2, 1394.6
4096, 0.6, 4, 1263.0, 1569.1
4096, 0.6, 4, 1234.3, 1572.3
4096, 0.6, 4, 943.7, 1193.6
4096, 0.6, 4, 1030.9, 1249.1
4096, 0.6, 4, 1268.0, 1521.0
4096, 0.6, 4, 1181.7, 1560.5
4096, 0.6, 4, 1175.7, 1489.7
4096, 0.6, 4, 1259.9, 1614.7
4096, 0.6, 4, 1181.6, 1462.8
4096, 0.6, 4, 1047.7, 1256.9
4096, 0.6, 4, 963.0, 1299.0
4096, 0.6, 4, 922.3, 1296.3
4096, 0.6, 4, 931.9, 1258.2
4096, 0.6, 4, 1253.5, 1617.8
4096, 0.6, 4, 1166.1, 1536.7
4096, 0.6, 4, 1061.9, 1316.6
4096, 0.6, 4, 952.2, 1287.5
4096, 0.6, 4, 972.5, 1322.5
4096, 0.6, 4, 911.2, 1267.1
4096, 0.6, 4, 996.3, 1458.5
4096, 0.6, 4, 949.8, 1272.0
4096, 0.6, 4, 1071.7, 1285.3
4096, 0.6, 4, 1190.2, 1589.9
4096, 0.6, 4, 1158.2, 1456.9
4096, 0.6, 4, 905.6, 1224.2
4096, 0.6, 4, 974.7, 1254.1
4096, 0.6, 4, 1059.3, 1275.6
8192, 0.6, 4, 4675.7, 5535.8
8192, 0.6, 4, 5360.4, 6819.9
8192, 0.6, 4, 5827.1, 6981.0
8192, 0.6, 4, 4857.7, 5994.6
8192, 0.6, 4, 6242.2, 7748.1
8192, 0.6, 4, 4730.3, 5999.8
8192, 0.6, 4, 4033.3, 5997.5
8192, 0.6, 4, 3981.3, 4908.3
8192, 0.6, 4, 4121.2, 5025.8
8192, 0.6, 4, 3896.1, 5415.8
8192, 0.6, 4, 4325.7, 5880.1
8192, 0.6, 4, 5492.1, 7001.2
8192, 0.6, 4, 6082.0, 7667.3
8192, 0.6, 4, 5011.0, 6148.5
8192, 0.6, 4, 5771.5, 7187.5
8192, 0.6, 4, 6076.3, 7374.1
8192, 0.6, 4, 4691.3, 6074.8
8192, 0.6, 4, 4485.2, 5533.4
8192, 0.6, 4, 4014.9, 5057.0
8192, 0.6, 4, 3969.6, 4864.9
8192, 0.6, 4, 4086.3, 5106.7
8192, 0.6, 4, 4247.6, 5284.5
8192, 0.6, 4, 4406.4, 5367.9
8192, 0.6, 4, 4494.3, 5412.2
8192, 0.6, 4, 3716.2, 5332.8
8192, 0.6, 4, 3817.4, 5211.7
8192, 0.6, 4, 3811.9, 5362.7
8192, 0.6, 4, 3767.8, 4832.3
8192, 0.6, 4, 4085.9, 4951.0
8192, 0.6, 4, 5708.9, 6608.0
10240, 0.6, 4, 8121.6, 10640.9
10240, 0.6, 4, 8413.3, 10467.0
10240, 0.6, 4, 9758.5, 12784.3
10240, 0.6, 4, 7799.0, 9976.6
10240, 0.6, 4, 7135.4, 9142.3
10240, 0.6, 4, 6022.7, 8464.1
10240, 0.6, 4, 5676.4, 7331.5
