240, 120.000000
240, 130.000000
240, 130.000000
240, 130.000000
240, 120.000000
240, 120.000000
240, 120.000000
240, 130.000000
240, 130.000000
240, 130.000000
240, 130.000000
240, 130.000000
240, 130.000000
240, 130.000000
240, 120.000000
240, 130.000000
240, 130.000000
240, 130.000000
240, 120.000000
240, 130.000000
240, 120.000000
240, 130.000000
240, 120.000000
240, 130.000000
240, 120.000000
240, 120.000000
240, 120.000000
240, 120.000000
240, 120.000000
240, 120.000000
480, 490.000000
480, 490.000000
480, 480.000000
480, 480.000000
480, 480.000000
480, 490.000000
480, 490.000000
480, 480.000000
480, 490.000000
480, 480.000000
480, 500.000000
480, 490.000000
480, 490.000000
480, 480.000000
480, 490.000000
480, 490.000000
480, 490.000000
480, 490.000000
480, 480.000000
480, 490.000000
480, 490.000000
480, 500.000000
480, 490.000000
480, 480.000000
480, 490.000000
480, 530.000000
480, 490.000000
480, 480.000000
480, 490.000000
480, 490.000000
960, 1540.000000
960, 1530.000000
960, 1520.000000
960, 1530.000000
960, 1520.000000
960, 1510.000000
960, 1530.000000
960, 1530.000000
960, 1530.000000
960, 1530.000000
960, 1530.000000
960, 1550.000000
960, 1560.000000
960, 1550.000000
960, 1460.000000
960, 1570.000000
960, 1540.000000
960, 1540.000000
960, 1550.000000
960, 1570.000000
960, 1570.000000
960, 1560.000000
960, 1540.000000
960, 1560.000000
960, 1580.000000
960, 1550.000000
960, 1570.000000
960, 1560.000000
960, 1560.000000
960, 1550.000000
1200, 2300.000000
1200, 2300.000000
1200, 2289.999756
1200, 2289.999756
1200, 2340.000000
1200, 2289.999756
1200, 2289.999756
1200, 2280.000000
1200, 2289.999756
1200, 2289.999756
1200, 2300.000000
1200, 2289.999756
1200, 2280.000000
1200, 2369.999756
1200, 2300.000000
1200, 2300.000000
1200, 2300.000000
1200, 2289.999756
1200, 2280.000000
1200, 2289.999756
1200, 2280.000000
1200, 2289.999756
1200, 2310.000244
1200, 2300.000000
1200, 2300.000000
1200, 2280.000000
1200, 2280.000000
1200, 2300.000000
1200, 2289.999756
1200, 2300.000000
1440, 3310.000244
1440, 3300.000000
1440, 3320.000000
1440, 3289.999756
1440, 3300.000000
1440, 3300.000000
1440, 3300.000000
1440, 3369.999756
1440, 3310.000244
1440, 3310.000244
1440, 3310.000244
1440, 3300.000000
1440, 3380.000000
1440, 3310.000244
1440, 3289.999756
1440, 3300.000000
1440, 3420.000000
1440, 3300.000000
1440, 3300.000000
1440, 3310.000244
1440, 3320.000000
1440, 3360.000000
1440, 3320.000000
1440, 3350.000244
1440, 3300.000000
1440, 3300.000000
1440, 3300.000000
1440, 3310.000244
1440, 3310.000244
1440, 3310.000244
1680, 5050.000000
1680, 4490.000000
1680, 4499.999512
1680, 4670.000000
1680, 4490.000000
1680, 4520.000000
1680, 4510.000000
1680, 4510.000000
1680, 4510.000000
1680, 4499.999512
1680, 4510.000000
1680, 4510.000000
1680, 4490.000000
1680, 4490.000000
1680, 4520.000000
1680, 4499.999512
1680, 4490.000000
1680, 4510.000000
1680, 4480.000000
1680, 4630.000000
1680, 4520.000000
1680, 4490.000000
1680, 4490.000000
1680, 4520.000000
1680, 4490.000000
1680, 4630.000000
1680, 4490.000000
1680, 4940.000488
1680, 4499.999512
1680, 4490.000000
2160, 7420.000488
2160, 7450.000000
2160, 7420.000488
2160, 7459.999512
2160, 7459.999512
2160, 7450.000000
2160, 7450.000000
2160, 7450.000000
2160, 7430.000000
2160, 7430.000000
2160, 7430.000000
2160, 7420.000488
2160, 7410.000000
2160, 7420.000488
2160, 7430.000000
2160, 7420.000488
2160, 7450.000000
2160, 7420.000488
2160, 7470.000000
2160, 7440.000000
2160, 7450.000000
2160, 7459.999512
2160, 7420.000488
2160, 7459.999512
2160, 7440.000000
2160, 7450.000000
2160, 7450.000000
2160, 7470.000000
2160, 7440.000000
2160, 7590.000000
2400, 9170.000000
2400, 9190.000000
2400, 9180.000000
2400, 9190.000000
2400, 9170.000000
2400, 9180.000000
2400, 9440.000000
2400, 9700.000000
2400, 9170.000000
2400, 9180.000000
2400, 11110.000000
2400, 9170.000000
2400, 9180.000000
2400, 9170.000000
2400, 9190.000000
2400, 9180.000000
2400, 9159.999023
2400, 9170.000000
2400, 9159.999023
2400, 9170.000000
2400, 9200.000000
2400, 9190.000000
2400, 9479.999023
2400, 9180.000000
2400, 9180.000000
2400, 9190.000000
2400, 9200.000000
2400, 9180.000000
2400, 9180.000000
2400, 9460.000000
