imagesize,convtime,magtime,supptime,sorttime,edgetime,hysttime,d2htime,hd2time
256, 0.108, 0.021, 0.026, 0.286, 0.016, 0.015, 0.076, 0.153
256, 0.107, 0.022, 0.026, 0.293, 0.016, 0.015, 0.077, 0.144
256, 0.108, 0.021, 0.026, 0.286, 0.016, 0.015, 0.077, 0.147
256, 0.107, 0.021, 0.027, 0.286, 0.016, 0.015, 0.077, 0.145
256, 0.106, 0.021, 0.026, 0.286, 0.016, 0.015, 0.078, 0.145
256, 0.109, 0.022, 0.027, 0.288, 0.016, 0.016, 0.077, 0.142
512, 0.289, 0.056, 0.068, 1.102, 0.039, 0.059, 0.325, 0.421
512, 0.291, 0.056, 0.068, 1.079, 0.039, 0.055, 0.338, 0.431
512, 0.287, 0.056, 0.067, 1.066, 0.039, 0.056, 0.333, 0.417
512, 0.290, 0.055, 0.068, 1.090, 0.040, 0.055, 0.328, 0.416
512, 0.286, 0.055, 0.067, 1.082, 0.040, 0.058, 0.331, 0.415
512, 0.288, 0.055, 0.067, 1.088, 0.040, 0.056, 0.337, 0.429
512, 0.287, 0.055, 0.069, 1.120, 0.040, 0.056, 0.330, 0.418
512, 0.285, 0.055, 0.067, 1.072, 0.038, 0.056, 0.337, 0.432
512, 0.295, 0.056, 0.067, 1.079, 0.039, 0.058, 0.331, 0.434
512, 0.288, 0.055, 0.068, 1.101, 0.038, 0.056, 0.332, 0.428
512, 0.287, 0.055, 0.067, 1.102, 0.039, 0.055, 0.326, 0.414
512, 0.287, 0.054, 0.067, 1.076, 0.039, 0.055, 0.328, 0.418
512, 0.287, 0.056, 0.067, 1.069, 0.038, 0.056, 0.326, 0.417
512, 0.290, 0.056, 0.066, 1.104, 0.039, 0.056, 0.329, 0.417
512, 0.287, 0.054, 0.068, 1.101, 0.038, 0.056, 0.332, 0.417
512, 0.288, 0.056, 0.067, 1.104, 0.039, 0.056, 0.324, 0.421
512, 0.287, 0.054, 0.067, 1.078, 0.039, 0.056, 0.333, 0.415
512, 0.288, 0.054, 0.067, 1.083, 0.038, 0.058, 0.323, 0.420
512, 0.287, 0.056, 0.067, 1.079, 0.038, 0.056, 0.329, 0.417
512, 0.287, 0.062, 0.068, 1.087, 0.038, 0.056, 0.327, 0.416
512, 0.287, 0.057, 0.067, 1.101, 0.038, 0.057, 0.330, 0.418
512, 0.286, 0.055, 0.067, 1.098, 0.040, 0.054, 0.322, 0.416
512, 0.287, 0.056, 0.067, 1.090, 0.039, 0.055, 0.363, 0.431
512, 0.291, 0.056, 0.068, 1.164, 0.039, 0.058, 0.366, 0.443
512, 0.286, 0.055, 0.068, 1.079, 0.040, 0.057, 0.329, 0.424
512, 0.287, 0.055, 0.067, 1.097, 0.039, 0.057, 0.334, 0.418
512, 0.286, 0.056, 0.067, 1.075, 0.040, 0.056, 0.329, 0.417
512, 0.286, 0.055, 0.066, 1.086, 0.040, 0.056, 0.326, 0.416
512, 0.289, 0.056, 0.067, 1.079, 0.039, 0.057, 0.329, 0.417
512, 0.292, 0.056, 0.067, 1.154, 0.039, 0.058, 0.354, 0.459
1024, 0.990, 0.174, 0.214, 1.535, 0.129, 0.250, 1.218, 1.336
1024, 0.986, 0.173, 0.214, 1.560, 0.129, 0.255, 1.220, 1.327
1024, 0.988, 0.173, 0.313, 1.546, 0.130, 0.250, 1.267, 1.336
1024, 0.990, 0.175, 0.214, 1.525, 0.130, 0.255, 1.215, 1.327
1024, 0.990, 0.173, 0.215, 1.559, 0.129, 0.252, 1.224, 1.329
1024, 0.989, 0.173, 0.215, 1.570, 0.130, 0.253, 1.226, 1.328
1024, 0.990, 0.173, 0.214, 1.583, 0.129, 0.255, 1.222, 1.338
1024, 0.990, 0.174, 0.214, 1.554, 0.130, 0.252, 1.218, 1.338
1024, 0.992, 0.173, 0.215, 1.545, 0.129, 0.250, 1.217, 1.323
1024, 0.991, 0.173, 0.214, 1.536, 0.129, 0.252, 1.211, 1.339
1024, 0.990, 0.172, 0.214, 1.545, 0.130, 0.253, 1.221, 1.332
1024, 0.994, 0.174, 0.214, 1.643, 0.131, 0.250, 1.302, 1.427
1024, 0.991, 0.174, 0.215, 1.543, 0.130, 0.254, 1.214, 1.333
1024, 0.990, 0.220, 0.218, 1.549, 0.131, 0.255, 1.214, 1.346
1024, 0.992, 0.174, 0.215, 1.552, 0.130, 0.257, 1.221, 1.323
1024, 0.993, 0.174, 0.215, 1.577, 0.129, 0.252, 1.218, 1.339
1024, 0.992, 0.173, 0.216, 1.553, 0.130, 0.250, 1.232, 1.324
1024, 0.993, 0.174, 0.216, 1.573, 0.129, 0.252, 1.212, 1.323
1024, 0.993, 0.173, 0.215, 1.567, 0.130, 0.254, 1.234, 1.335
1024, 0.993, 0.175, 0.215, 1.618, 0.131, 0.252, 1.228, 1.391
1024, 0.991, 0.173, 0.214, 1.550, 0.130, 0.251, 1.228, 1.326
1024, 0.992, 0.173, 0.215, 1.551, 0.131, 0.253, 1.214, 1.328
1024, 0.989, 0.173, 0.214, 1.556, 0.130, 0.256, 1.218, 1.324
1024, 0.991, 0.173, 0.214, 1.546, 0.130, 0.255, 1.220, 1.326
1024, 0.995, 0.175, 0.215, 1.643, 0.130, 0.253, 1.322, 1.468
1024, 0.990, 0.173, 0.215, 1.551, 0.129, 0.252, 1.228, 1.329
1024, 0.988, 0.174, 0.216, 1.535, 0.130, 0.254, 1.215, 1.326
1024, 0.988, 0.173, 0.214, 1.576, 0.130, 0.252, 1.216, 1.329
1024, 0.990, 0.173, 0.215, 1.549, 0.129, 0.253, 1.223, 1.342
1024, 0.992, 0.173, 0.215, 1.534, 0.130, 0.250, 1.206, 1.329
2048, 3.783, 0.664, 0.719, 3.084, 0.490, 0.976, 4.441, 4.924
2048, 3.778, 0.662, 0.719, 3.151, 0.491, 0.975, 4.395, 4.974
2048, 3.778, 0.659, 0.719, 3.102, 0.490, 0.965, 4.326, 4.947
2048, 3.789, 0.663, 0.718, 3.114, 0.490, 0.961, 4.580, 4.878
2048, 3.773, 0.666, 0.718, 3.114, 0.490, 0.962, 4.528, 4.940
2048, 3.773, 0.662, 0.717, 3.088, 0.490, 0.954, 4.375, 4.923
2048, 3.785, 0.658, 0.720, 3.098, 0.491, 0.973, 4.381, 4.949
2048, 3.773, 0.663, 0.719, 3.101, 0.490, 0.967, 4.381, 4.933
2048, 3.787, 0.667, 0.719, 3.237, 0.492, 0.956, 4.568, 5.438
2048, 3.773, 0.663, 0.718, 3.109, 0.490, 0.970, 4.329, 4.944
2048, 3.772, 0.662, 0.718, 3.105, 0.490, 0.964, 4.477, 4.956
2048, 3.776, 0.663, 0.718, 3.147, 0.491, 0.980, 4.340, 5.049
2048, 3.777, 0.666, 0.718, 3.090, 0.490, 0.954, 4.390, 4.940
2048, 3.780, 0.661, 0.720, 3.090, 0.489, 0.968, 4.356, 4.923
2048, 3.769, 0.666, 0.718, 3.099, 0.489, 0.960, 4.605, 4.941
2048, 3.773, 0.662, 0.718, 3.117, 0.489, 0.969, 4.448, 4.914
2048, 3.778, 0.665, 0.717, 3.122, 0.490, 0.958, 4.548, 4.953
2048, 3.778, 0.662, 0.719, 3.104, 0.490, 0.969, 4.540, 4.911
2048, 3.787, 0.663, 0.718, 3.108, 0.490, 0.972, 4.523, 4.995
2048, 3.781, 0.665, 0.718, 3.113, 0.492, 0.965, 4.363, 4.927
2048, 3.778, 0.660, 0.720, 3.176, 0.491, 0.968, 4.425, 4.978
2048, 3.776, 0.664, 0.718, 3.109, 0.491, 0.962, 4.388, 4.889
2048, 3.781, 0.661, 0.719, 3.124, 0.489, 0.962, 4.352, 4.943
2048, 3.779, 0.663, 0.720, 3.103, 0.491, 0.960, 4.496, 4.914
2048, 3.783, 0.663, 0.720, 3.111, 0.490, 0.969, 4.564, 4.947
2048, 3.793, 0.666, 0.719, 3.189, 0.491, 0.964, 4.457, 5.385
2048, 3.778, 0.664, 0.717, 3.094, 0.490, 0.962, 4.302, 4.932
2048, 3.789, 0.661, 0.720, 3.109, 0.491, 0.962, 4.388, 4.958
2048, 3.788, 0.664, 0.719, 3.192, 0.491, 0.974, 5.084, 5.230
2048, 3.787, 0.661, 0.721, 3.136, 0.491, 0.954, 4.359, 4.950
4096, 15.012, 2.762, 3.173, 9.809, 2.087, 1.578, 16.739, 18.957
4096, 15.014, 2.899, 3.175, 9.834, 2.090, 1.576, 16.896, 19.645
4096, 15.005, 2.843, 3.175, 9.828, 2.091, 1.573, 16.677, 19.029
4096, 14.987, 2.850, 3.171, 9.803, 2.088, 1.570, 16.796, 18.972
4096, 14.989, 2.808, 3.172, 9.802, 2.092, 1.578, 16.785, 19.057
4096, 15.007, 2.951, 3.173, 9.823, 2.090, 1.577, 16.827, 19.201
4096, 15.016, 2.926, 3.178, 9.831, 2.093, 1.572, 16.822, 19.716
4096, 14.995, 2.847, 3.171, 9.821, 2.087, 1.575, 16.838, 18.888
4096, 14.983, 2.839, 3.169, 9.835, 2.087, 1.573, 16.748, 18.927
4096, 15.012, 2.873, 3.173, 9.857, 2.087, 1.575, 16.848, 19.125
4096, 14.970, 2.896, 3.167, 9.814, 2.084, 1.578, 16.655, 19.070
4096, 14.961, 2.970, 3.163, 9.814, 2.088, 1.580, 16.722, 18.921
4096, 14.976, 2.819, 3.170, 9.821, 2.087, 1.574, 16.745, 18.975
4096, 14.983, 2.889, 3.169, 9.808, 2.087, 1.576, 16.766, 19.140
4096, 14.985, 2.842, 3.171, 9.825, 2.090, 1.576, 16.784, 19.072
4096, 14.989, 2.912, 3.171, 9.823, 2.088, 1.574, 16.769, 18.989
4096, 14.975, 2.854, 3.169, 9.811, 2.092, 1.580, 16.819, 19.259
4096, 14.992, 2.820, 3.170, 9.843, 2.089, 1.579, 16.897, 19.060
4096, 14.989, 2.887, 3.173, 9.828, 2.087, 1.573, 16.777, 19.114
4096, 14.996, 2.905, 3.169, 9.816, 2.090, 1.575, 16.683, 19.093
4096, 14.984, 2.843, 3.173, 9.822, 2.091, 1.580, 16.854, 19.027
4096, 14.965, 2.856, 3.169, 9.839, 2.089, 1.570, 17.011, 19.234
4096, 14.983, 2.860, 3.170, 9.785, 2.088, 1.571, 16.748, 18.958
4096, 15.014, 2.966, 3.175, 9.826, 2.092, 1.571, 16.789, 19.083
4096, 15.000, 2.821, 3.170, 9.800, 2.088, 1.574, 16.882, 19.201
4096, 15.005, 2.861, 3.172, 9.830, 2.090, 1.572, 16.748, 19.044
4096, 14.971, 2.817, 3.165, 9.829, 2.087, 1.573, 17.036, 19.000
4096, 14.982, 2.899, 3.173, 9.825, 2.090, 1.573, 16.796, 18.985
4096, 14.979, 2.814, 3.171, 9.786, 2.085, 1.573, 16.806, 18.970
4096, 14.954, 2.865, 3.163, 9.835, 2.085, 1.571, 16.844, 19.093
8192, 89.158, 24.041, 11.924, 37.545, 10.656, 9.987, 66.791, 71.070
8192, 89.147, 24.120, 11.942, 37.516, 10.680, 9.980, 66.955, 70.983
8192, 89.130, 24.241, 11.929, 37.583, 10.653, 9.997, 66.644, 71.254
8192, 88.864, 23.924, 11.611, 37.252, 10.686, 10.010, 66.877, 71.297
8192, 89.246, 24.242, 11.927, 37.292, 10.607, 9.971, 66.421, 71.927
8192, 89.293, 24.356, 11.938, 37.274, 10.647, 9.966, 66.546, 72.168
8192, 89.227, 24.232, 11.941, 37.507, 10.649, 9.976, 65.223, 71.719
8192, 89.192, 24.387, 11.912, 37.268, 10.561, 9.951, 66.737, 71.607
8192, 89.173, 24.096, 11.926, 37.597, 10.658, 10.004, 66.285, 71.289
8192, 89.212, 24.189, 11.928, 37.541, 10.598, 9.970, 67.057, 72.982
8192, 89.204, 24.275, 11.943, 37.607, 10.638, 9.965, 67.400, 71.731
8192, 89.245, 24.053, 11.926, 38.423, 10.646, 9.957, 66.758, 72.031
8192, 89.215, 24.053, 11.927, 37.559, 10.595, 9.983, 69.141, 71.685
8192, 89.197, 24.276, 11.938, 39.143, 10.608, 9.969, 66.505, 71.548
8192, 89.113, 24.079, 11.931, 37.606, 10.699, 9.973, 66.323, 71.238
8192, 89.208, 24.217, 11.922, 37.576, 10.594, 9.986, 67.421, 74.127
8192, 89.144, 24.238, 11.938, 37.241, 10.608, 9.962, 66.494, 71.898
8192, 89.224, 24.186, 11.937, 37.376, 10.609, 9.981, 66.476, 70.948
8192, 89.151, 24.056, 11.924, 37.589, 10.564, 9.960, 66.492, 71.486
8192, 89.198, 24.077, 11.931, 37.506, 10.578, 9.965, 66.645, 71.516
8192, 89.144, 23.908, 11.915, 37.490, 10.683, 9.988, 66.714, 71.282
8192, 89.259, 24.058, 11.929, 37.095, 10.570, 9.957, 60.345, 70.855
8192, 89.273, 24.022, 11.938, 37.525, 10.639, 9.970, 67.171, 71.513
8192, 89.272, 24.441, 11.064, 37.148, 10.604, 9.972, 66.516, 71.495
8192, 89.173, 24.224, 11.063, 37.105, 10.606, 9.958, 66.678, 71.486
8192, 89.206, 23.896, 11.072, 37.152, 10.615, 9.985, 66.395, 71.952
8192, 89.139, 24.229, 11.935, 37.534, 10.602, 9.966, 67.220, 73.215
8192, 89.168, 24.233, 11.925, 37.569, 12.670, 9.964, 66.852, 76.892
8192, 89.193, 24.051, 11.923, 37.529, 10.593, 9.983, 61.138, 67.910
8192, 89.041, 23.940, 11.061, 37.182, 10.603, 9.979, 66.478, 71.743
10240, 347.615, 40.970, 13.893, 57.591, 20.331, 21.928, 93.871, 109.979
10240, 347.503, 41.382, 13.888, 57.601, 20.342, 21.943, 94.060, 109.903
10240, 347.763, 42.196, 13.892, 57.557, 20.451, 21.985, 95.079, 109.613
10240, 347.508, 42.210, 13.894, 57.917, 20.690, 22.041, 98.522, 111.056
10240, 346.447, 41.512, 12.425, 57.242, 20.476, 21.974, 94.330, 109.335
10240, 346.445, 42.465, 12.432, 57.255, 20.582, 22.002, 94.056, 111.338
10240, 347.361, 41.365, 13.896, 57.389, 20.455, 21.970, 103.952, 110.360
10240, 347.617, 41.392, 13.892, 57.593, 20.571, 21.998, 94.249, 108.595
10240, 346.644, 42.093, 12.436, 57.403, 20.355, 21.943, 95.358, 109.903
10240, 347.838, 41.408, 13.896, 57.734, 20.348, 21.936, 93.859, 109.618
10240, 347.714, 41.784, 13.897, 64.284, 20.464, 21.955, 94.571, 104.481
10240, 348.373, 42.239, 13.908, 58.086, 20.436, 22.004, 104.155, 108.984
10240, 348.289, 42.216, 13.901, 58.176, 20.470, 21.988, 95.517, 109.451
10240, 348.267, 42.157, 13.906, 58.054, 20.315, 21.950, 104.275, 109.235
10240, 347.277, 41.845, 12.962, 57.294, 20.454, 21.985, 103.779, 109.735
10240, 347.059, 41.338, 13.077, 57.281, 20.571, 22.014, 95.379, 109.531
10240, 348.543, 41.429, 13.899, 58.081, 20.327, 21.950, 103.986, 109.559
10240, 347.703, 41.399, 13.891, 57.661, 20.336, 21.957, 104.140, 109.398
10240, 348.558, 42.120, 13.904, 58.091, 20.215, 21.917, 104.120, 109.523
10240, 347.868, 41.278, 13.663, 57.991, 20.315, 21.952, 104.279, 109.613
10240, 347.703, 41.376, 13.900, 57.932, 20.453, 21.976, 103.961, 110.277
10240, 348.781, 40.881, 13.911, 58.045, 20.528, 22.015, 94.234, 110.235
10240, 347.027, 41.814, 13.321, 57.246, 20.466, 21.962, 94.545, 108.819
10240, 346.598, 41.922, 12.439, 57.310, 20.569, 22.003, 103.947, 109.526
10240, 347.547, 41.811, 13.897, 57.612, 20.458, 21.985, 94.612, 109.402
10240, 347.355, 41.808, 13.905, 57.248, 20.455, 21.991, 94.663, 109.824
10240, 347.465, 42.211, 13.901, 57.619, 20.466, 21.986, 94.134, 109.843
10240, 348.451, 41.278, 13.910, 58.133, 20.532, 22.030, 103.940, 109.554
10240, 347.390, 41.790, 13.901, 57.561, 20.568, 21.991, 104.230, 112.429
10240, 347.333, 41.455, 13.904, 57.506, 20.572, 22.024, 95.070, 109.176
